"id","uuid","date","province","patrol_crime","patrol_case","patrol_exhibit","patrol_enforcement","patrol_amount","patrol_remarkcrime","patrol_othercrime","patrol_otherenforce"
451122912,NA,"2023-04-30",1,14,1,100,"[""2""]",1,NA,NA,NA
451122912,NA,"2023-04-30",1,2,1,1,"[""2""]",1,NA,NA,NA
451128695,NA,"2023-05-31",1,13,1,2,"[""2""]",1,NA,NA,NA
451128695,NA,"2023-05-31",1,14,1,70,"[""2""]",1,NA,NA,NA
451140126,NA,"2023-07-13",6,4,0,0,"[""2""]",0,NA,NA,NA
452088832,NA,"2023-07-14",24,3,1,1,"[""2""]",1,NA,NA,NA
452088832,NA,"2023-07-14",24,88,1,2,"[""2""]",1,NA,NA,NA
452088832,NA,"2023-07-14",24,13,1,3,"[""2""]",1,NA,NA,NA
452089780,NA,"2023-07-07",21,2,1,1,"[""2""]",1,NA,NA,NA
452096756,NA,"2023-07-21",19,13,2,2860,"[""1""]",0,NA,NA,NA
452118898,NA,"2023-07-14",17,2,1,3,"[""2""]",0,NA,NA,NA
452141555,NA,"2023-07-28",19,13,1,350,"[""1""]",0,NA,NA,NA
452141555,NA,"2023-07-28",19,14,1,30,"[""1""]",0,NA,NA,NA
452147165,NA,"2023-07-07",19,13,2,2090,"[""1""]",0,NA,NA,NA
452147165,NA,"2023-07-07",19,14,1,83,"[""1""]",0,NA,NA,NA
452154742,NA,"2023-07-14",12,3,1,30,"[""2""]",1,NA,NA,NA
452155167,NA,"2023-07-14",19,13,1,165,"[""1""]",0,NA,NA,NA
452155167,NA,"2023-07-14",19,14,1,212,"[""1""]",0,NA,NA,NA
452165898,NA,"2023-07-14",4,10,1,52,"[""3"", ""4""]",1,NA,NA,NA
452165898,NA,"2023-07-14",4,4,5,400,"[""2""]",5,NA,NA,NA
452165898,NA,"2023-07-14",4,12,1,30500,"[""6""]",1,NA,NA,NA
452165898,NA,"2023-07-14",4,88,1,7500,"[""6""]",1,NA,NA,NA
452316091,NA,"2023-07-14",10,13,4,4,"[""1""]",0,NA,NA,NA
452533701,NA,"2023-07-07",18,88,0,0,"[""88""]",0,NA,NA,NA
452567908,NA,"2023-07-14",25,3,1,3,"[""2""]",0,NA,NA,NA
452567908,NA,"2023-07-14",25,2,1,3,"[""2""]",0,NA,NA,NA
452579863,NA,"2023-07-08",1,13,0,0,"[""1""]",0,NA,NA,NA
452581558,NA,"2023-07-15",1,88,8,34,"[""2""]",8,NA,NA,NA
452581558,NA,"2023-07-15",1,88,2,10,"[""2""]",2,NA,NA,NA
452945439,NA,"2023-03-31",14,3,5,4,"[""2""]",3,NA,NA,NA
452945439,NA,"2023-03-31",14,88,1,1,"[""6"", ""7""]",1,NA,NA,NA
453218497,NA,"2023-07-14",9,88,1,1,"[""1"", ""88""]",1,NA,NA,NA
453394892,NA,"2023-07-14",2,10,1,3907,"[""4""]",1,NA,NA,NA
453394892,NA,"2023-07-14",2,2,1,2,"[""1""]",1,NA,NA,NA
453394892,NA,"2023-07-14",2,10,1,46,"[""3""]",1,NA,NA,NA
453394892,NA,"2023-07-14",2,88,1,4761,"[""4""]",1,NA,NA,NA
454164553,NA,"2023-07-18",3,3,1,3,"[""2""]",3,NA,NA,NA
454709032,NA,"2023-07-14",5,88,0,0,"[""88""]",0,NA,NA,NA
455074559,NA,"2023-07-14",13,3,7,7,"[""2""]",7,NA,NA,NA
455074921,NA,"2023-07-21",13,3,7,7,"[""2""]",7,NA,NA,NA
455075443,NA,"2023-07-28",13,3,7,7,"[""2""]",7,NA,NA,NA
455099549,NA,"2023-07-20",6,3,11,4,"[""2""]",11,NA,NA,NA
455099549,NA,"2023-07-20",6,4,3,4,"[""2""]",3,NA,NA,NA
455099549,NA,"2023-07-20",6,8,2,1,"[""3""]",2,NA,NA,NA
455612148,NA,"2023-07-21",17,4,1,4,"[""88""]",0,NA,NA,NA
455627435,NA,"2023-07-21",4,2,0,0,"[""2""]",0,NA,NA,NA
455699539,NA,"2023-06-23",19,13,5,1030,"[""1""]",0,NA,NA,NA
455726761,NA,"2023-07-21",25,3,1,3,"[""2""]",0,NA,NA,NA
455766914,NA,"2023-07-21",10,13,4,4,"[""2""]",0,NA,NA,NA
455767600,NA,"2023-07-21",12,3,2,50,"[""2""]",2,NA,NA,NA
457000874,NA,"2023-07-31",14,3,14,4,"[""2""]",14,NA,NA,NA
457000874,NA,"2023-07-31",14,2,2,11,"[""3""]",2,NA,NA,NA
458633361,NA,"2023-07-07",15,3,7,3,"[""2""]",7,NA,NA,NA
458652765,NA,"2023-07-21",9,88,1,1,"[""1"", ""88""]",1,NA,NA,NA
459071891,NA,"2023-07-14",15,4,7,3,"[""2""]",1,NA,NA,NA
459072369,NA,"2023-07-21",15,3,5,4,"[""2""]",1,NA,NA,NA
459073383,NA,"2023-07-28",21,2,1,4,"[""2""]",1,NA,NA,NA
459074315,NA,"2023-07-28",4,88,2,175,"[""2""]",2,NA,NA,NA
459074315,NA,"2023-07-28",4,3,2,450,"[""2""]",2,NA,NA,NA
459074315,NA,"2023-07-28",4,4,1,150,"[""2""]",1,NA,NA,NA
459074315,NA,"2023-07-28",4,88,1,480,"[""3""]",1,NA,NA,NA
459074315,NA,"2023-07-28",4,10,1,2,"[""3""]",1,NA,NA,NA
459074315,NA,"2023-07-28",4,2,1,1,"[""3""]",1,NA,NA,NA
459074315,NA,"2023-07-28",4,88,1,2,"[""3""]",1,NA,NA,NA
459081942,NA,"2023-07-28",15,4,6,3,"[""2""]",6,NA,NA,NA
459089337,NA,"2023-07-28",17,88,0,0,"[""88""]",0,NA,NA,NA
459129809,NA,"2023-07-28",25,3,1,3,"[""2""]",0,NA,NA,NA
459134396,NA,"2023-07-21",5,88,0,0,"[""88""]",0,NA,NA,NA
459135168,NA,"2023-07-24",3,3,1,3,"[""2""]",1,NA,NA,NA
459135246,NA,"2023-07-28",5,88,0,0,"[""88""]",0,NA,NA,NA
459136467,NA,"2023-07-28",12,3,1,20,"[""2""]",1,NA,NA,NA
459148832,NA,"2023-06-30",19,13,4,2405,"[""1""]",0,NA,NA,NA
459375539,NA,"2023-07-14",18,88,0,0,"[""88""]",0,NA,NA,NA
459628461,NA,"2023-07-30",10,13,4,4,"[""1""]",1,NA,NA,NA
459630583,NA,"2023-07-24",1,2,1,2,"[""5""]",2,NA,NA,NA
459631432,NA,"2023-07-31",1,3,9,40,"[""2""]",9,NA,NA,NA
459951380,NA,"2023-07-28",7,88,3,70,"[""1"", ""2""]",0,NA,NA,NA
459951380,NA,"2023-07-28",7,2,2,6,"[""1"", ""2""]",0,NA,NA,NA
460533895,NA,"2023-08-01",3,3,1,5,"[""2""]",1,NA,NA,NA
460533895,NA,"2023-08-01",3,88,5,7,"[""2""]",5,NA,NA,NA
461245901,NA,"2023-07-21",18,88,0,0,"[""88""]",0,NA,NA,NA
461252513,NA,"2023-07-28",18,88,0,0,"[""88""]",0,NA,NA,NA
461572671,NA,"2023-08-15",18,88,0,0,"[""88""]",0,NA,NA,NA
461573346,NA,"2023-08-04",4,4,1,300,"[""2""]",1,NA,NA,NA
461573346,NA,"2023-08-04",4,3,2,900,"[""2""]",2,NA,NA,NA
461573346,NA,"2023-08-04",4,88,2,125,"[""2""]",2,NA,NA,NA
461609180,NA,"2023-08-04",19,13,3,1320,"[""1""]",0,NA,NA,NA
461611491,NA,"2023-08-04",17,14,2,2,"[""2""]",0,NA,NA,NA
461611491,NA,"2023-08-04",17,4,1,4,"[""2""]",0,NA,NA,NA
461611491,NA,"2023-08-04",17,8,1,1,"[""3""]",1,NA,NA,NA
461611491,NA,"2023-08-04",17,8,1,1,"[""3""]",1,NA,NA,NA
461632844,NA,"2023-08-04",25,3,2,3,"[""2""]",0,NA,NA,NA
461820344,NA,"2023-08-04",6,3,0,0,"[""2""]",0,NA,NA,NA
461839540,NA,"2023-08-04",12,4,4,0,"[""2""]",4,NA,NA,NA
461855794,NA,"2023-08-04",5,88,0,0,"[""88""]",0,NA,NA,NA
462054487,NA,"2023-08-06",10,13,4,4,"[""2""]",0,NA,NA,NA
462395301,NA,"2023-08-07",1,3,1,65,"[""2""]",1,NA,NA,NA
462441997,NA,"2023-08-04",9,88,2,4,"[""4"", ""88""]",2,NA,NA,NA
463736497,NA,"2023-08-10",16,3,1,2,"[""1"", ""88""]",1,NA,NA,NA
464364853,NA,"2023-08-11",4,3,6,1730,"[""2""]",6,NA,NA,NA
464364853,NA,"2023-08-11",4,88,2,55,"[""2""]",2,NA,NA,NA
464408591,NA,"2023-08-11",9,11,2,6,"[""7""]",2,NA,NA,NA
464408591,NA,"2023-08-11",9,12,1,2,"[""7""]",1,NA,NA,NA
464412659,NA,"2023-08-11",25,3,3,3,"[""2""]",0,NA,NA,NA
464618767,NA,"2023-08-11",6,4,0,0,"[""2""]",0,NA,NA,NA
464779976,NA,"2023-08-11",17,88,0,0,"[""88""]",0,NA,NA,NA
465816373,NA,"2023-08-14",12,3,2,40,"[""2""]",2,NA,NA,NA
466359834,NA,"2023-08-11",19,13,1,280,"[""1""]",0,NA,NA,NA
466375029,NA,"2023-08-08",3,3,2,14,"[""2""]",2,NA,NA,NA
467012705,NA,"2023-08-11",5,88,0,0,"[""88""]",0,NA,NA,NA
467482555,NA,"2023-08-04",15,88,0,0,"[""88""]",0,NA,NA,NA
467486356,NA,"2023-08-18",15,88,0,0,"[""88""]",0,NA,NA,NA
467873521,NA,"2023-08-18",4,4,1,600,"[""2""]",1,NA,NA,NA
467873521,NA,"2023-08-18",4,3,4,2350,"[""2""]",4,NA,NA,NA
467873521,NA,"2023-08-18",4,10,4,172,"[""3""]",4,NA,NA,NA
467877467,NA,"2023-08-18",25,3,2,3,"[""2""]",0,NA,NA,NA
467917529,NA,"2023-08-14",1,88,1,10,"[""2""]",2,NA,NA,NA
467918571,NA,"2023-08-21",1,88,2,30,"[""2""]",2,NA,NA,NA
467969346,NA,"2023-08-18",19,13,1,140,"[""1""]",0,NA,NA,NA
468107359,NA,"2023-08-18",17,14,1,1,"[""2""]",1,NA,NA,NA
468107359,NA,"2023-08-18",17,4,1,4,"[""2""]",1,NA,NA,NA
468287128,NA,"2023-08-18",6,2,0,0,"[""2""]",0,NA,NA,NA
468702784,NA,"2023-08-20",10,13,6,6,"[""1"", ""2""]",1,NA,NA,NA
469085008,NA,"2023-08-04",13,3,1,7,"[""2""]",0,NA,NA,NA
469085727,NA,"2023-08-11",13,3,1,7,"[""2""]",0,NA,NA,NA
469086255,NA,"2023-08-18",13,3,1,7,"[""2""]",0,NA,NA,NA
469086678,NA,"2023-08-25",13,3,1,7,"[""2""]",0,NA,NA,NA
469091227,NA,"2023-08-18",5,88,0,0,"[""88""]",0,NA,NA,NA
469141442,NA,"2023-01-31",14,3,6,4,"[""2""]",4,NA,NA,NA
469141442,NA,"2023-01-31",14,2,5,5,"[""3""]",5,NA,NA,NA
469141442,NA,"2023-01-31",14,5,2,3,"[""4""]",2,NA,NA,NA
469696777,NA,"2023-08-22",12,3,2,40,"[""2""]",2,NA,NA,NA
471211979,NA,"2023-08-15",3,3,3,44,"[""2""]",3,NA,NA,NA
471211979,NA,"2023-08-15",3,4,1,3,"[""2""]",3,NA,NA,NA
471211979,NA,"2023-08-15",3,88,1,1,"[""3""]",1,NA,NA,NA
471214565,NA,"2023-08-25",4,3,6,3600,"[""2""]",6,NA,NA,NA
471215027,NA,"2023-08-25",6,3,3,5,"[""2""]",3,NA,NA,NA
471215027,NA,"2023-08-25",6,4,3,5,"[""2""]",3,NA,NA,NA
471215027,NA,"2023-08-25",6,2,1,4,"[""2""]",1,NA,NA,NA
471215027,NA,"2023-08-25",6,8,6,1,"[""3""]",6,NA,NA,NA
471220058,NA,"2023-08-25",21,2,1,3,"[""2""]",1,NA,NA,NA
471228711,NA,"2023-08-22",3,3,1,7,"[""2""]",1,NA,NA,NA
471266647,NA,"2023-08-25",17,14,1,1,"[""2""]",1,NA,NA,NA
471278571,NA,"2023-08-25",19,13,2,215,"[""1""]",0,NA,NA,NA
471285037,NA,"2023-08-25",25,3,2,3,"[""2""]",0,NA,NA,NA
471331265,NA,"2023-08-25",10,13,2,2,"[""2""]",0,NA,NA,NA
471362467,NA,"2023-08-25",16,2,1,0,"[""88""]",0,NA,NA,NA
471588202,NA,"2023-08-04",2,4,8,4400,"[""2""]",8,NA,NA,NA
471588202,NA,"2023-08-04",2,10,1,16,"[""3""]",1,NA,NA,NA
471589271,NA,"2023-08-11",2,4,7,3000,"[""2""]",7,NA,NA,NA
471590358,NA,"2023-08-18",2,4,4,1350,"[""2""]",4,NA,NA,NA
471625149,NA,"2023-08-31",14,3,10,4,"[""2""]",3,NA,NA,NA
471625149,NA,"2023-08-31",14,2,11,5,"[""3""]",11,NA,NA,NA
471625149,NA,"2023-08-31",14,2,1,1,"[""4""]",1,NA,NA,NA
471625149,NA,"2023-08-31",14,5,1,1,"[""4""]",1,NA,NA,NA
472052584,NA,"2023-08-25",5,88,0,0,"[""88""]",0,NA,NA,NA
472251328,NA,"2023-08-28",12,3,2,40,"[""2""]",2,NA,NA,NA
473149858,NA,"2023-08-25",24,3,1,1,"[""2""]",1,NA,NA,NA
473158544,NA,"2023-08-29",3,3,3,48,"[""2""]",3,NA,NA,NA
473620444,NA,"2023-08-31",1,2,1,1,"[""2""]",1,NA,NA,NA
473621622,NA,"2023-08-31",21,3,5,4,"[""2""]",5,NA,NA,NA
473621622,NA,"2023-08-31",21,2,1,1,"[""2""]",1,NA,NA,NA
474143189,NA,"2023-09-01",4,3,4,3000,"[""2""]",4,NA,NA,NA
474143189,NA,"2023-09-01",4,4,1,600,"[""2""]",1,NA,NA,NA
474144612,NA,"2023-09-01",17,14,1,2,"[""2""]",1,NA,NA,NA
474144612,NA,"2023-09-01",17,3,2,4,"[""2""]",2,NA,NA,NA
474144612,NA,"2023-09-01",17,4,2,4,"[""2""]",2,NA,NA,NA
474536208,NA,"2023-08-31",10,13,1,2,"[""1""]",0,NA,NA,NA
474635131,NA,"2023-08-31",8,3,1,3,"[""2""]",1,NA,NA,NA
474635131,NA,"2023-08-31",8,2,6,3,"[""2""]",3,NA,NA,NA
475601462,NA,"2023-09-01",5,88,0,0,"[""88""]",0,NA,NA,NA
475911706,NA,"2023-09-06",3,3,2,21,"[""2""]",2,NA,NA,NA
476716994,NA,"2023-09-08",6,3,0,0,"[""3""]",0,NA,NA,NA
476732954,NA,"2023-09-08",17,14,1,1,"[""2""]",1,NA,NA,NA
476732954,NA,"2023-09-08",17,4,2,4,"[""2""]",2,NA,NA,NA
476732954,NA,"2023-09-08",17,3,2,4,"[""2""]",2,NA,NA,NA
476777944,NA,"2023-09-08",4,4,3,1500,"[""2""]",3,NA,NA,NA
476777944,NA,"2023-09-08",4,3,5,2850,"[""2""]",5,NA,NA,NA
477094709,NA,"2023-09-07",1,14,1,1,"[""2""]",1,NA,NA,NA
477135380,NA,"2023-09-08",10,13,3,2,"[""2""]",0,NA,NA,NA
477654289,NA,"2023-09-08",5,88,0,0,"[""88""]",0,NA,NA,NA
477860154,NA,"2023-09-08",9,88,13,14,"[""1"", ""2"", ""88""]",13,NA,NA,NA
478384724,NA,"2023-09-08",25,3,4,3,"[""2""]",0,NA,NA,NA
478764032,NA,"2023-09-08",21,3,1,4,"[""2""]",1,NA,NA,NA
479222768,NA,"2023-09-07",12,3,3,75,"[""2""]",3,NA,NA,NA
479224838,NA,"2023-09-14",12,4,0,0,"[""2""]",0,NA,NA,NA
479328691,NA,"2023-09-14",1,88,1,35,"[""2""]",1,NA,NA,NA
479677859,NA,"2023-09-15",4,3,6,2320,"[""2""]",6,NA,NA,NA
479677859,NA,"2023-09-15",4,4,3,5700,"[""2""]",3,NA,NA,NA
479677859,NA,"2023-09-15",4,88,2,18000,"[""88""]",2,NA,NA,NA
479697101,NA,"2023-09-15",19,13,2,90,"[""1""]",0,NA,NA,NA
479718907,NA,"2023-09-15",17,14,1,1,"[""2""]",1,NA,NA,NA
479718907,NA,"2023-09-15",17,1,5,4,"[""2""]",5,NA,NA,NA
479718907,NA,"2023-09-15",17,3,2,4,"[""2""]",2,NA,NA,NA
479772850,NA,"2023-09-12",3,3,6,61,"[""2""]",6,NA,NA,NA
480009024,NA,"2023-09-15",10,13,3,2,"[""2""]",0,NA,NA,NA
480584626,NA,"2023-09-15",21,2,1,1,"[""2""]",1,NA,NA,NA
480584626,NA,"2023-09-15",21,3,2,4,"[""2""]",2,NA,NA,NA
480589964,NA,"2023-09-08",2,4,7,3900,"[""2""]",7,NA,NA,NA
480589964,NA,"2023-09-08",2,13,1,150,"[""2""]",1,NA,NA,NA
480590328,NA,"2023-09-15",2,4,4,3500,"[""2""]",4,NA,NA,NA
480592572,NA,"2023-09-15",9,88,1,2,"[""6""]",1,NA,NA,NA
480646470,NA,"2023-08-31",18,88,1,1,"[""2""]",1,NA,NA,NA
480646470,NA,"2023-08-31",18,88,1,1,"[""2""]",1,NA,NA,NA
480648882,NA,"2023-09-15",5,88,0,0,"[""88""]",0,NA,NA,NA
480681231,NA,"2023-09-15",25,3,5,3,"[""2""]",0,NA,NA,NA
481944359,NA,"2023-09-21",1,88,0,0,"[""88""]",0,NA,NA,NA
482418774,NA,"2023-09-22",21,3,3,4,"[""2""]",3,NA,NA,NA
482418774,NA,"2023-09-22",21,88,1,0,"[""3""]",1,NA,NA,NA
482419756,NA,"2023-09-19",3,3,5,60,"[""2""]",5,NA,NA,NA
482425439,NA,"2023-09-22",4,3,8,3500,"[""2""]",8,NA,NA,NA
482425439,NA,"2023-09-22",4,4,2,465,"[""2""]",2,NA,NA,NA
482455994,NA,"2023-09-22",17,3,2,4,"[""2""]",2,NA,NA,NA
482455994,NA,"2023-09-22",17,4,3,4,"[""2""]",3,NA,NA,NA
482468520,NA,"2023-09-22",19,13,1,30,"[""1""]",0,NA,NA,NA
482616640,NA,"2023-10-31",8,2,1,3,"[""2""]",1,NA,NA,NA
482616640,NA,"2023-10-31",8,3,17,3,"[""2""]",17,NA,NA,NA
482754322,NA,"2023-08-25",15,4,1,1,"[""2""]",1,NA,NA,NA
482754322,NA,"2023-08-25",15,3,3,3,"[""2""]",3,NA,NA,NA
482754322,NA,"2023-08-25",15,13,7,7,"[""2""]",7,NA,NA,NA
482754715,NA,"2023-08-31",15,13,7,2,"[""2""]",7,NA,NA,NA
482770294,NA,"2023-09-22",16,3,1,2,"[""2""]",1,NA,NA,NA
483078903,NA,"2023-09-07",13,3,2,2,"[""2""]",2,NA,NA,NA
483079088,NA,"2023-09-14",13,3,2,2,"[""2""]",2,NA,NA,NA
483079280,NA,"2023-09-21",13,3,2,2,"[""2""]",2,NA,NA,NA
483079572,NA,"2023-09-28",13,3,2,2,"[""2""]",2,NA,NA,NA
483081689,NA,"2023-09-22",10,13,3,3,"[""2""]",0,NA,NA,NA
483143865,NA,"2023-09-08",18,88,0,0,"[""88""]",0,NA,NA,NA
483411424,NA,"2023-09-15",18,88,0,0,"[""88""]",0,NA,NA,NA
483411533,NA,"2023-09-22",18,88,0,0,"[""88""]",0,NA,NA,NA
483424016,NA,"2023-09-22",24,3,1,5,"[""1""]",1,NA,NA,NA
483424016,NA,"2023-09-22",24,88,1,2,"[""1""]",2,NA,NA,NA
483428101,NA,"2023-09-22",12,3,5,50,"[""2""]",5,NA,NA,NA
483441558,NA,"2023-08-22",7,2,3,5,"[""1"", ""2""]",0,NA,NA,NA
483441558,NA,"2023-08-22",7,88,3,50,"[""1"", ""2""]",0,NA,NA,NA
483539896,NA,"2023-09-22",25,3,4,3,"[""2""]",0,NA,NA,NA
483669569,NA,"2023-09-22",2,4,11,5300,"[""2""]",11,NA,NA,NA
484637654,NA,"2023-09-29",6,3,7,6,"[""2""]",7,NA,NA,NA
484637654,NA,"2023-09-29",6,4,8,6,"[""2""]",8,NA,NA,NA
484637654,NA,"2023-09-29",6,2,2,5,"[""2""]",2,NA,NA,NA
484637654,NA,"2023-09-29",6,88,1,1,"[""2""]",1,NA,NA,NA
484637654,NA,"2023-09-29",6,2,2,5,"[""3"", ""4""]",2,NA,NA,NA
485273372,NA,"2023-09-29",4,3,7,2150,"[""2""]",7,NA,NA,NA
485273372,NA,"2023-09-29",4,4,3,2050,"[""2""]",3,NA,NA,NA
485273372,NA,"2023-09-29",4,12,1,1000,"[""6"", ""7""]",1,NA,NA,NA
485278957,NA,"2023-09-29",21,3,2,4,"[""2""]",2,NA,NA,NA
485311284,NA,"2023-09-29",12,3,0,0,"[""2""]",0,NA,NA,NA
485337365,NA,"2023-09-29",17,4,5,4,"[""2""]",5,NA,NA,NA
485337365,NA,"2023-09-29",17,3,4,4,"[""2""]",4,NA,NA,NA
485342652,NA,"2023-09-29",19,13,2,110,"[""1""]",0,NA,NA,NA
485342652,NA,"2023-09-29",19,88,2,2,"[""4""]",2,NA,NA,NA
485354293,NA,"2023-09-29",25,3,4,3,"[""2""]",0,NA,NA,NA
485497946,NA,"2023-09-26",3,3,5,51,"[""2""]",5,NA,NA,NA
485497946,NA,"2023-09-26",3,88,2,32,"[""2""]",2,NA,NA,NA
485831464,NA,"2023-09-29",10,13,3,2,"[""2""]",0,NA,NA,NA
486008831,NA,"2023-09-30",1,14,10,1,"[""1""]",1,NA,NA,NA
487085521,NA,"2023-10-03",3,3,20,210,"[""2""]",20,NA,NA,NA
487085521,NA,"2023-10-03",3,88,4,32,"[""2""]",4,NA,NA,NA
487321902,NA,"2023-10-06",16,13,1,1,"[""1""]",1,NA,NA,NA
488248292,NA,"2023-10-06",9,88,2,203,"[""88""]",2,NA,NA,NA
488251357,NA,"2023-10-06",4,3,2,610,"[""2""]",2,NA,NA,NA
488253997,NA,"2023-10-07",1,88,2,15,"[""2""]",2,NA,NA,NA
488276211,NA,"2023-10-06",17,4,3,4,"[""2""]",3,NA,NA,NA
488276211,NA,"2023-10-06",17,3,2,4,"[""2""]",2,NA,NA,NA
488318892,NA,"2023-10-06",19,13,2,80,"[""1""]",0,NA,NA,NA
488624052,NA,"2023-09-22",5,88,0,0,"[""88""]",0,NA,NA,NA
488624413,NA,"2023-09-29",5,88,0,0,"[""88""]",0,NA,NA,NA
488624692,NA,"2023-10-06",5,88,0,0,"[""88""]",0,NA,NA,NA
488644975,NA,"2023-10-06",10,13,3,2,"[""2""]",0,NA,NA,NA
489397975,NA,"2023-10-05",13,3,1,1,"[""2""]",1,NA,NA,NA
489398390,NA,"2023-10-12",13,3,1,1,"[""2""]",1,NA,NA,NA
489398905,NA,"2023-10-19",13,3,1,1,"[""2""]",1,NA,NA,NA
489399284,NA,"2023-10-26",13,3,1,1,"[""2""]",1,NA,NA,NA
489408377,NA,"2023-08-11",15,88,0,0,"[""88""]",0,NA,NA,NA
489562770,NA,"2023-10-06",25,3,4,3,"[""2""]",0,NA,NA,NA
489928342,NA,"2023-09-08",15,3,2,3,"[""2""]",3,NA,NA,NA
489928342,NA,"2023-09-08",15,5,2,4,"[""2""]",2,NA,NA,NA
489928342,NA,"2023-09-08",15,88,3,5,"[""88""]",0,NA,NA,NA
489930080,NA,"2023-09-15",15,3,1,4,"[""2""]",1,NA,NA,NA
489930080,NA,"2023-09-15",15,5,3,5,"[""2""]",2,NA,NA,NA
489930080,NA,"2023-09-15",15,88,3,6,"[""88""]",0,NA,NA,NA
489930690,NA,"2023-09-22",15,3,1,5,"[""2""]",1,NA,NA,NA
489930690,NA,"2023-09-22",15,88,2,4,"[""88""]",0,NA,NA,NA
489931761,NA,"2023-09-29",15,88,2,4,"[""88""]",0,NA,NA,NA
489931761,NA,"2023-09-29",15,5,4,5,"[""2""]",4,NA,NA,NA
489937474,NA,"2023-10-06",15,3,3,5,"[""2""]",0,NA,NA,NA
489937474,NA,"2023-10-06",15,4,1,5,"[""2""]",0,NA,NA,NA
489939645,NA,"2023-10-13",15,3,2,5,"[""2""]",0,NA,NA,NA
490147149,NA,"2023-10-10",3,3,7,68,"[""2""]",7,NA,NA,NA
491341095,NA,"2023-10-13",4,3,3,1550,"[""2""]",3,NA,NA,NA
491341095,NA,"2023-10-13",4,4,3,2750,"[""2""]",3,NA,NA,NA
491415875,NA,"2023-10-13",9,1,1,4,"[""6""]",1,NA,NA,NA
491415875,NA,"2023-10-13",9,88,1,2,"[""2""]",1,NA,NA,NA
492299065,NA,"2023-10-06",21,2,1,1,"[""2""]",1,NA,NA,NA
492299065,NA,"2023-10-06",21,3,3,4,"[""2""]",3,NA,NA,NA
492306422,NA,"2023-10-06",12,3,2,25,"[""2""]",2,NA,NA,NA
492309719,NA,"2023-10-16",12,3,0,0,"[""2""]",0,NA,NA,NA
492340186,NA,"2023-10-14",1,88,1,1,"[""2""]",1,NA,NA,NA
492379568,NA,"2023-10-13",10,13,3,3,"[""2""]",0,NA,NA,NA
492789466,NA,"2023-10-13",25,3,4,5,"[""2""]",0,NA,NA,NA
492795959,NA,"2023-10-13",17,3,2,4,"[""2""]",2,NA,NA,NA
492795959,NA,"2023-10-13",17,1,1,4,"[""2""]",1,NA,NA,NA
492800090,NA,"2024-01-18",2,4,19,3850,"[""2""]",19,NA,NA,NA
492800090,NA,"2024-01-18",2,3,5,1000,"[""2""]",5,NA,NA,NA
492800090,NA,"2024-01-18",2,4,2,5000,"[""4""]",2,NA,NA,NA
492800090,NA,"2024-01-18",2,8,1,21,"[""3""]",1,NA,NA,NA
492802124,NA,"2023-10-13",2,4,3,1500,"[""2""]",3,NA,NA,NA
492802192,NA,"2023-10-06",2,4,15,10200,"[""2""]",15,NA,NA,NA
492869474,NA,"2023-10-13",19,13,3,215,"[""1""]",0,NA,NA,NA
493280886,NA,"2023-10-13",21,3,6,4,"[""2""]",6,NA,NA,NA
493413958,NA,"2023-10-17",3,3,9,68,"[""2""]",9,NA,NA,NA
493413958,NA,"2023-10-17",3,88,1,3,"[""2""]",1,NA,NA,NA
493839920,NA,"2023-10-20",17,4,2,4,"[""2""]",2,NA,NA,NA
493839920,NA,"2023-10-20",17,3,1,4,"[""2""]",4,NA,NA,NA
494219525,NA,"2023-10-20",4,3,1,500,"[""2""]",1,NA,NA,NA
494219525,NA,"2023-10-20",4,4,1,2600,"[""2""]",1,NA,NA,NA
494219525,NA,"2023-10-20",4,88,1,2550,"[""2""]",1,NA,NA,NA
494219525,NA,"2023-10-20",4,12,1,400,"[""3""]",1,NA,NA,NA
494299718,NA,"2023-10-20",19,13,1,50,"[""1""]",0,NA,NA,NA
494302794,NA,"2023-10-20",9,88,1,1,"[""88""]",1,NA,NA,NA
494582918,NA,"2023-10-20",10,13,2,2,"[""1""]",0,NA,NA,NA
494908703,NA,"2023-10-20",2,4,9,4550,"[""2""]",9,NA,NA,NA
495155987,NA,"2023-10-21",1,14,1,1,"[""2""]",1,NA,NA,NA
495166803,NA,"2023-10-20",21,2,1,3,"[""2""]",1,NA,NA,NA
495166803,NA,"2023-10-20",21,3,3,4,"[""2""]",3,NA,NA,NA
495287906,NA,"2023-10-20",25,3,3,5,"[""2""]",0,NA,NA,NA
495593726,NA,"2023-10-27",6,3,9,5,"[""2""]",9,NA,NA,NA
495593726,NA,"2023-10-27",6,4,9,5,"[""2""]",9,NA,NA,NA
495593726,NA,"2023-10-27",6,2,2,6,"[""2""]",2,NA,NA,NA
495602918,NA,"2023-10-20",12,3,8,80,"[""2""]",8,NA,NA,NA
495998718,NA,"2023-10-24",3,3,7,65,"[""2""]",7,NA,NA,NA
496418339,NA,"2023-10-27",25,3,3,5,"[""2""]",0,NA,NA,NA
496509932,NA,"2023-10-27",17,4,7,4,"[""2""]",7,NA,NA,NA
496509932,NA,"2023-10-27",17,3,4,4,"[""2""]",4,NA,NA,NA
496876870,NA,"2023-10-27",4,3,4,2800,"[""2""]",4,NA,NA,NA
496876870,NA,"2023-10-27",4,4,1,200,"[""2""]",1,NA,NA,NA
